"","mean","se_mean","sd","10%","90%","n_eff","Rhat"
"lambda[36]",18.2650158275,0.324212372958439,15.5443347342751,5.558844,37.82826,2298.7148953074,0.999856537966884
"lambda[37]",10.97257998,0.0482076655757872,3.61040956306319,6.880332,15.73493,5608.93928016654,0.999256369165409
"lambda[38]",20.35125908,0.131436800114315,8.29742265869893,11.89245,30.22559,3985.22155867865,1.00021399229673
"lambda[39]",29.456679255,0.405662692244389,19.1096635221553,9.52225,53.32937,2219.09524676186,1.00151496808282
"lambda[40]",11.1231376725,0.138082505223831,7.49619905520894,5.565554,18.03601,2947.16808166524,1.0025747820255
"lambda[41]",4.381661348,0.507871600233751,8.50172235163638,1.873948,4.929338,280.224420168801,1.01513518601161
"lambda[42]",9.641482415,0.377180400981312,12.9739925492734,3.057719,23.351,1183.17518525789,1.00380786641645
"lambda[43]",12.6263726415,0.121162096752824,7.10360482210503,5.609521,19.07191,3437.35214225799,1.00011147644241
"lambda[44]",8.348428456,1.03574050514561,19.8468471923305,1.354067,22.52097,367.181786392046,1.01578900936372
"lambda[45]",6.138143795,0.106951351565725,4.13024986223502,3.635815,8.347574,1491.35177812489,1.00155567376299
"lambda[46]",7.69143762,0.137095657227733,6.20615757743967,4.332159,10.56628,2049.26536920042,1.00048038787015
"lambda[47]",17.8605015185,0.362008816861551,16.4705468884038,4.608693,38.4919,2070.03526115681,1.00121180828933
"lambda[48]",24.7188536975,0.136773624154801,8.47056769077123,15.94578,35.13355,3835.48532303621,1.00157491511929
"lambda[49]",5.7919300825,0.105220157793411,3.09075150013249,3.501208,7.995937,862.840019382544,1.00256307399463
"lambda[50]",9.4331075575,0.0334660550105774,2.58410782223284,6.344798,12.89592,5962.27797801823,0.999701511638098
"lambda[51]",7.47695445,0.104464371735749,4.15879594852994,4.34046,10.62268,1584.88892649556,1.00057998455422
"lambda[52]",4.8744034475,0.0180271381760182,1.4163819697862,3.183379,6.744063,6173.15531976143,1.00018691352973
"lambda[53]",4.702903881,0.613372687545166,10.5352438805855,1.768345,4.625073,295.012433335182,1.00890242952959
"lambda[54]",20.628442415,0.180245982729794,11.0027383731167,10.01112,33.59865,3726.23623235487,0.999297934031203
"lambda[55]",4.41174767,0.0152657078755113,1.24772932239597,2.921168,6.037653,6680.46768943274,0.999593183596076
"lambda[56]",10.32739874,0.165959793820805,6.26186453722358,6.011245,14.45945,1423.64452863616,1.0024606645319
"lambda[57]",21.27730036,0.237249262858749,12.4294702844631,10.80727,35.76661,2744.70388685973,1.0003069185314
"lambda[58]",20.084120495,0.189063920958281,11.6562575680994,8.940926,33.49048,3801.0269613186,1.00086942851713
"lambda[59]",7.7001901025,0.0672071024341439,2.60703353451743,5.071563,10.5718,1504.74494094212,1.00063105375863
"lambda[60]",8.3907167925,0.31940140081204,11.1561329289563,2.911878,16.13609,1219.98285606582,1.00376525647621
"lambda[61]",12.791479675,0.224926136646353,10.3775671297728,6.030613,21.63561,2128.68429059805,1.00097582035583
"lambda[62]",12.411555815,0.118886420585977,6.05919959048736,6.735969,18.12926,2597.56254646318,1.00141156222274
"lambda[63]",9.19966543,0.142724156269991,6.34083097779138,4.534208,14.16603,1973.77382273482,1.00096277004493
"lambda[64]",14.7575977425,0.119021511307531,7.5364405087427,7.297865,23.25126,4009.4207111512,1.00008498818718
"lambda[65]",22.4617914575,0.118728693301231,8.64653957722352,12.99536,33.67393,5303.63088724225,1.00033702172348
"lambda[66]",29.17271425,0.295441107607586,17.6326021068063,11.81984,51.95549,3561.97583848764,1.00194786473472
