"","mean","se_mean","sd","10%","90%","n_eff","Rhat"
"phi[87]",0.264830112975,0.00242671125486598,0.150197015074481,0.09876729,0.4767604,3830.77279891183,0.999762486400074
"phi[88]",0.66534344635,0.00205285346442193,0.158175253324253,0.4536615,0.8779082,5936.91973548219,1.00020752146534
"phi[89]",0.467584054625,0.00315000324713084,0.222829010696222,0.1715139,0.7785563,5004.04793553788,1.0005933113677
"phi[90]",0.376524414625,0.00393753844846694,0.21091462921271,0.1499995,0.7180418,2869.21962421976,0.999981633591943
"phi[91]",0.6176181023,0.00448431042753469,0.246440466973838,0.2168819,0.8956872,3020.17916969595,1.00039921410735
"phi[92]",0.805612959525,0.00232495265610517,0.132619987879554,0.6280273,0.9438365,3253.79165169973,1.00253508633937
"phi[93]",0.164674131325,0.00153745325465557,0.0970283990900641,0.06320404,0.2959839,3982.84945680988,1.00042053172875
"phi[94]",0.57418870332875,0.0209862031371922,0.406598575761016,0.01443028,0.9847508,375.373803977218,1.01125556490807
"phi[95]",0.145348664925,0.000927911947351236,0.0579197873532293,0.07707158,0.2234721,3896.19230600287,1.00108648991851
"phi[96]",0.89732445544,0.00448465718860875,0.136203658922906,0.7636822,0.9863073,922.399475558607,1.00777413787911
"phi[97]",0.805470416425,0.00429604133415769,0.173504402250485,0.5861069,0.957977,1631.11317004817,1.00415377017156
"phi[98]",0.341490136225,0.00203140085564129,0.140563498791202,0.1775952,0.5295821,4787.99684277269,0.999409409238673
"phi[99]",0.352395076625,0.00326319499318757,0.201516313909035,0.1123472,0.6433566,3813.59324076445,0.999370151548197
"phi[100]",0.243674077075,0.00311212835568135,0.171464840569456,0.0792648,0.4884982,3035.53439958452,0.999672951019837
"phi[101]",0.456733679775,0.00463472910719563,0.263169021942678,0.09798063,0.8180947,3224.19145108858,1.00140058034308
"phi[102]",0.5042299613,0.00287240860676477,0.214767222136995,0.2173318,0.7946832,5590.40872412254,1.00012006962607
"phi[103]",0.5798111293025,0.00536879391331337,0.266998499948261,0.1385316,0.896533,2473.2281215531,1.003943367349
"phi[104]",0.875472709,0.00136410735754121,0.0950238993491437,0.7475567,0.9695331,4852.534067945,1.00200405614566
"phi[105]",0.16079770859,0.00802150921313265,0.236739275142524,0.02159967,0.5365533,871.020654968714,1.00645957039046
"phi[106]",0.73156044075,0.00163645981540576,0.133935881575724,0.5428314,0.8993966,6698.58681876804,1.00003107828954
"phi[107]",0.4020291917,0.00442438737173045,0.251675492333345,0.09352124,0.7694066,3235.75451303513,1.001151097959
"phi[108]",0.503418911775,0.00310272118785627,0.226953095985499,0.1845137,0.803317,5350.40577639808,1.00046723228854
"phi[109]",0.7766670506,0.00309683074191408,0.17586323537161,0.5325259,0.954484,3224.89202473454,1.00026844278418
"phi[110]",0.92206739175,0.00113953529290856,0.0653155944578102,0.8457619,0.980586,3285.32400459324,1.00246655043951
"phi[111]",0.733677151695,0.00911164575815543,0.280238931875696,0.1612287,0.966244,945.939332910286,1.01107801715632
"phi[112]",0.6917332555075,0.00617489485027128,0.282434218558259,0.2199989,0.9665526,2092.06653563397,1.00276368582309
"phi[113]",0.690390272445,0.00338857466520278,0.185871709839403,0.4494292,0.9177142,3008.79410203303,1.0002829641439
"phi[114]",0.323276926275,0.00164557650129516,0.134748637218858,0.1535978,0.5055037,6705.21347638792,0.9995171441278
"phi[115]",0.423635839625,0.00254909480711509,0.179666256023505,0.2067524,0.6726947,4967.76518109867,0.999247739683567
"phi[116]",0.84972924525,0.0016299767937248,0.103964990612383,0.7151022,0.9529171,4068.28523716232,1.00243480722554
"phi[117]",0.449618505425,0.0025835020079617,0.183095538283826,0.2196157,0.7013604,5022.7078295421,1.00080719760141
"phi[118]",0.701775538725,0.00248454240722273,0.180778334234561,0.4506431,0.9208638,5294.19499199662,1.00006569231102
"phi[119]",0.63968966255,0.00241121722660594,0.165239134977458,0.4272025,0.8656235,4696.27100024854,0.999342279335872
"phi[120]",0.3973163441375,0.0119823431408158,0.356146653517389,0.02793668,0.9129027,883.434246988781,1.0036657905041
"phi[121]",0.777065589065,0.00581160848995122,0.222967252782451,0.4933456,0.9682291,1471.93782829082,1.00298227946226
"phi[122]",0.6608782769,0.00331844204590569,0.227700333099851,0.3210357,0.9223162,4708.24286617613,0.999972124015718
"phi[123]",0.3266085829975,0.00729137904899475,0.299632142714456,0.0362863,0.862885,1688.71922649864,1.00348687770335
"phi[124]",0.77712589886,0.00341397656151805,0.196459124666084,0.5040997,0.966045,3311.48917005468,0.999918476991358
"phi[125]",0.55908065425,0.00223938747863909,0.156960139262424,0.3579151,0.7750341,4912.70017409291,0.999564658323405
"phi[126]",0.482852395925,0.00296197891628692,0.204235557870104,0.2248577,0.7720392,4754.43359811238,1.00101991749081
"phi[127]",0.508794345875,0.00274771187774481,0.199659204815869,0.2481644,0.7808389,5280.0288075266,0.999845328746668
"phi[128]",0.6234571745,0.00667667802807379,0.298159686219619,0.1383791,0.9465364,1994.23795763338,1.0002029727682
"phi[129]",0.364020032925,0.00411509227583705,0.215903805742703,0.1385163,0.7139223,2752.71620232388,1.00194281985536
"phi[130]",0.30716858714,0.00257119210282562,0.17740696530807,0.105731,0.5497182,4760.71609289389,1.000105073311
"phi[131]",0.753975702325,0.00263937977323651,0.167374990683726,0.5199267,0.9375645,4021.40083104463,1.00102664204813
"phi[132]",0.751014577975,0.00248919822337394,0.152889889703143,0.5543918,0.9163903,3772.5809727466,1.00211947759374
"phi[133]",0.4311963106625,0.00394412909273751,0.247035913088108,0.1074209,0.7755499,3922.99672384808,0.999674218397977
"phi[134]",0.793220007508,0.0604234575587624,0.369629508998059,0.01170812,0.9965436,37.421580414492,1.10434313876194
"phi[135]",0.8995937308375,0.0106476975579147,0.129886650215755,0.7911425,0.9848219,148.80503263702,1.0228401533291
"phi[136]",0.6465964473,0.00305900890869995,0.213888565384724,0.3508103,0.9229798,4888.92811415961,1.00038015755992
"phi[137]",0.7545577944825,0.00430489738154242,0.204227917427278,0.4688799,0.9502537,2250.63262840295,1.00090636264041
"phi[138]",0.56505706105,0.00244023723059751,0.181168567811759,0.3254974,0.8081902,5511.90348747531,1.00065157875996
"phi[139]",0.8429167685775,0.00785227770479023,0.217938195553382,0.5736311,0.9868522,770.32749726402,1.00707788856667
"phi[140]",0.9127905215,0.0014543373734886,0.0786537234569696,0.8179589,0.9818082,2924.8812894094,1.00316134542791
"phi[141]",0.457255321825,0.00266244503102508,0.161735288803729,0.26462,0.6817537,3690.18616756273,1.00050279790693
"phi[142]",0.8136022665,0.00148274184708784,0.101499995715724,0.6788861,0.9276121,4685.9856938924,1.0022725962751
"phi[143]",0.7580282633875,0.0102617457363209,0.262273886433255,0.3045244,0.9678519,653.232230015482,1.00102519516924
"phi[144]",0.313128625175,0.00371589888912463,0.200540366505496,0.1001953,0.6101336,2912.56638111195,1.00094419403171
"phi[145]",0.3795021897,0.00440980759025528,0.25408836902941,0.08398995,0.7720067,3319.94041942985,1.00010567586197
"phi[146]",0.9318144755,0.000890211411466351,0.0585706690169975,0.8549843,0.9860589,4328.8651306029,1.00263792467812
"phi[147]",0.6944419554175,0.00355676840073803,0.196017952218579,0.4298663,0.9083162,3037.24986706129,0.999455364818551
"phi[148]",0.77441281625,0.00154965909621032,0.109335953180809,0.626747,0.9096262,4977.98577461207,1.00230107306769
"phi[149]",0.90683330675,0.0015133248095988,0.0901063827200569,0.7922072,0.984784,3545.24952060499,1.00257518040192
"phi[150]",0.7476928618725,0.00569921841473699,0.211218330893215,0.454447,0.9479521,1373.51248265256,1.00116042053103
"phi[151]",0.759072971,0.00144032478498425,0.112496902314409,0.6047673,0.8976674,6100.4273555599,1.00008593047825
"phi[152]",0.8306021967865,0.0457236579584128,0.338513645559488,0.01253479,0.997285,54.8113407008122,1.0841688397827
"phi[153]",0.93046573275,0.00115638833240988,0.0725063651024027,0.8462651,0.9878755,3931.37856002423,1.00341058497597
"phi[154]",0.663270522225,0.00252616979079388,0.190331566549694,0.403428,0.9038391,5676.70818535764,0.999759544199962
"phi[155]",0.69575045464,0.00352615972391179,0.214815228008584,0.3870941,0.9377702,3711.30091224602,1.00151445752755
"phi[156]",0.73849477025,0.00192365439626341,0.144973223904791,0.5380305,0.9084363,5679.64896865263,1.00019296234664
"phi[157]",0.3318440901,0.0027284133994288,0.17751259417538,0.1192683,0.5713371,4232.8998599043,1.00169197145456
"phi[158]",0.101448426925,0.000666808795391371,0.0438367089731937,0.05212814,0.1592372,4321.88538199282,1.00051227191641
"phi[159]",0.8016666235825,0.00621077446595859,0.198877174430722,0.5584173,0.9734188,1025.36470571321,1.00610943049526
"phi[160]",0.6548069893,0.00211956773075964,0.171456866152215,0.4195262,0.8683723,6543.57621389223,1.00029976108471
"phi[161]",0.12075421225,0.00102554457276808,0.0633610486923568,0.05286011,0.2024178,3817.11840759645,1.00015896431505
"phi[162]",0.3050070847625,0.00260337699229745,0.180465001695518,0.09811313,0.5668084,4805.20427829874,1.00064017054652
"phi[163]",0.127604379675,0.000781872257694969,0.0528071027045879,0.06595087,0.1970738,4561.55665239574,1.00037166065845
"phi[164]",0.429606445375,0.00243528841941568,0.181792801147808,0.2077149,0.6781318,5572.53180528707,1.00013610941654
"phi[165]",0.67898826554675,0.278204159406407,0.451078610708319,0.004008754,0.9980661,2.62891915448499,2.1379766386495
"phi[166]",0.16030557585,0.00116310896519367,0.0736349990739868,0.07945535,0.2517751,4008.00047992343,0.999872750722476
"phi[167]",0.7296838211725,0.00472451798671995,0.205053659989904,0.4499583,0.9428383,1883.73599857098,1.00078966053151
"phi[168]",0.9241444495,0.000997226267295073,0.0643372461563921,0.8422856,0.9833409,4162.33965490009,1.00082327827047
"phi[169]",0.3295270728575,0.00439338719666426,0.252681735813533,0.0549287,0.7332052,3307.87235980034,1.00051699342652
"phi[170]",0.93536169893075,0.0229746725205393,0.153667157925993,0.8866887,0.9948932,44.7366498867002,1.09665796591055
"phi[171]",0.720137797225,0.00411172116171284,0.20455689959367,0.4359699,0.9393589,2475.03277870277,1.00187961604387
"phi[172]",0.8128671608,0.00372877758920377,0.149349806250317,0.6201514,0.9589058,1604.26595656409,1.00191079194279
"phi[173]",0.502642565175,0.00597084529251332,0.289899996908805,0.09972308,0.8792332,2357.35388947634,1.00139691396745
"phi[174]",0.2392522069875,0.00545772769358786,0.227317661712324,0.04786826,0.6208372,1734.77291745786,1.00035370895221
"phi[175]",0.4790193073075,0.0125512504114154,0.390923358015828,0.02904626,0.9705409,970.083801392054,1.0093192415738
"phi[176]",0.5966550590125,0.0043734296744351,0.246771462955129,0.2463688,0.9097335,3183.79852172387,0.999491521564037
"phi[177]",0.50253612785,0.00209808167236032,0.166569900287585,0.2861343,0.7240064,6303.01399543758,0.999622674941165
"phi[178]",0.6284210455,0.00296870100240043,0.165818823944081,0.4271575,0.8267985,3119.85739234241,1.00008470496662
"phi[179]",0.5844488032475,0.00972820672266241,0.32055438363231,0.06953833,0.9242058,1085.77005335154,1.00176008697582
"phi[180]",0.41436278075,0.0020735159880646,0.157098175203046,0.2132429,0.6208534,5740.20634161558,1.00093580675875
"phi[181]",0.0652725220225,0.000516728040531551,0.0299328987038635,0.03393769,0.1022054,3355.62555499937,1.00210690047306
"phi[182]",0.381802295875,0.00273706634231606,0.175159055231535,0.183533,0.6353632,4095.38315596478,0.999733554823369
"phi[183]",0.5474988273,0.00366101015891201,0.233999861907443,0.2324937,0.868617,4085.35061046647,0.999298562452531
"phi[184]",0.750553532075,0.00209889425013562,0.149404383116351,0.5512614,0.9214512,5066.93766775589,1.00016897263468
"phi[185]",0.69455784125025,0.0151018704570323,0.358606110742046,0.03079223,0.9877874,563.863380051838,1.01232386765376
"phi[186]",0.632984919575,0.0021536361313837,0.174263710016133,0.3988035,0.8628892,6547.40572943752,0.999797684290118
"phi[187]",0.745575249275,0.00674046644968395,0.244289214373631,0.3787591,0.9640845,1313.49578342768,1.00194648764999
"phi[188]",0.5015780802,0.00261523846144271,0.155361421812836,0.3188895,0.7174118,3529.09853945699,1.00018465683093
"phi[189]",0.93878487475,0.00100395923264401,0.0574769801218761,0.8689651,0.9884671,3277.59831735822,1.00285222750021
"phi[190]",0.398383207825,0.00260634945297513,0.1947435489702,0.1538652,0.6701047,5582.91314732437,1.00019604058468
"phi[191]",0.16901830267,0.00563488682524852,0.188809955881972,0.03388265,0.3659506,1122.74049197194,1.00508488244041
"phi[192]",0.918447811392,0.0208552214396646,0.208323929080768,0.8719309,0.9970543,99.781195923753,1.04441586905285
"phi[193]",0.611850411625,0.0025034610472963,0.197061989093972,0.3416263,0.8655792,6196.18031311481,0.999236184510561
"phi[194]",0.6867726736,0.00213211943543067,0.171194842145707,0.4454199,0.8925519,6447.00925582952,0.999594850688572
"phi[195]",0.48554125125,0.00235897985881082,0.192953126504457,0.2398602,0.750958,6690.44761109521,0.999491012062618
"phi[196]",0.4581070377665,0.0361649752702574,0.455283405058684,0.01012233,0.9902091,158.484683348735,1.01409761536627
"phi[197]",0.71194997725,0.00520081805452031,0.221128370264473,0.3704494,0.9318945,1807.78013142996,1.0019913904398
"phi[198]",0.83927610475,0.00156806035452725,0.109297773401295,0.6927418,0.9534752,4858.44264377603,1.0002395171591
"phi[199]",0.365021142885,0.00799594667066092,0.334631129789385,0.03285011,0.8992352,1751.43047252101,1.00258244802114
"phi[200]",0.6678835145,0.00185313222942512,0.149317207083355,0.4655235,0.8650808,6492.42434284929,0.99958131913215
"phi[201]",0.672266419525,0.00204300956929075,0.172463673645857,0.4358951,0.8881895,7126.14186420152,1.00097976830399
"phi[202]",0.262322406575,0.00273537064132175,0.159872230943163,0.09725856,0.4832988,3415.96732690351,1.00229150589106
"phi[203]",0.8375825342975,0.0109688010979276,0.209513123742468,0.6239859,0.9825458,364.841423426432,1.00697486858435
"phi[204]",0.809968011075,0.00246934209813027,0.158076313751117,0.5891841,0.9662604,4097.99174104559,0.999294956755162
"phi[205]",0.1520516676225,0.00200407999322752,0.113311911235783,0.0448796,0.2996894,3196.84091376988,1.0015275577893
"phi[206]",0.1897111318,0.00104876736204218,0.0745025243979744,0.1011979,0.2853203,5046.42298453538,0.999948083360765
"phi[207]",0.4673688609175,0.00527325181257826,0.277793882161793,0.1005122,0.8691849,2775.16195392435,1.00029236437461
"phi[208]",0.8875995280575,0.00256780318946213,0.116660139273518,0.7574228,0.981518,2064.05617703262,0.999724945320994
"phi[209]",0.591894580355,0.00238053238752294,0.18717183750426,0.3479944,0.8504696,6182.05434982627,0.999179629514928
"phi[210]",0.631416821285,0.0029717615176105,0.214545790396087,0.3367083,0.9020782,5212.09215869435,0.999491566996011
"phi[211]",0.64047773455,0.00587687550409617,0.295471431789526,0.1480706,0.96433,2527.77265799404,1.00074844643216
"phi[212]",0.471238717125,0.00372142480161666,0.239718970301225,0.1457975,0.8006785,4149.40964144155,1.0006481065313
"phi[213]",0.2651260041975,0.00159886653956572,0.12051445385545,0.1315098,0.4243519,5681.3801061028,0.999461552951887
"phi[214]",0.173232892575,0.00216788293261581,0.124056190297067,0.06139627,0.3220023,3274.6525555935,0.999992749956438
"phi[215]",0.19005040685,0.00115697114808166,0.0822580960806995,0.09322765,0.2979827,5054.89627853734,0.999913906229598
"phi[216]",0.5863313854925,0.00332546043763515,0.228510100587602,0.2605605,0.8798851,4721.79613123969,0.999381795352799
"phi[217]",0.84668120525,0.00181424792118901,0.131137150779902,0.6582912,0.9766397,5224.66222803222,1.00220239924869
"phi[218]",0.2271807171525,0.0055857307681393,0.232393487941587,0.0318348,0.5854546,1730.96350170361,1.00416046910041
"phi[219]",0.5217146091,0.00214116373048493,0.181823226754542,0.2857482,0.7716661,7211.05760933943,0.999947784181786
"phi[220]",0.82665841578725,0.0324439690375559,0.304578250063828,0.03039817,0.9916998,88.131227231351,1.02294728749327
"phi[221]",0.838923515525,0.00213210367257221,0.109114071521533,0.700046,0.948124,2619.05661519973,1.00182282636443
"phi[222]",0.620573249725,0.00261655910069562,0.208240043670845,0.3241602,0.8769783,6333.84447160571,1.00035923151434
"phi[223]",0.52089791572,0.0105239701416323,0.381938018310019,0.03012027,0.9768794,1317.1237059095,1.00734808181567
"phi[224]",0.756161644225,0.00182859474005781,0.132645847877156,0.579689,0.9070605,5262.01870849462,1.00084836464174
"phi[225]",0.274323340625,0.00211523700509941,0.145021897960473,0.1083851,0.4746409,4700.55455955742,0.999423528952047
"phi[226]",0.1634827044,0.00171982880243485,0.105774670757332,0.05748347,0.3105645,3782.62186425266,1.00014625420073
"phi[227]",0.88054461125,0.00110886090137477,0.0768517781491443,0.7731097,0.9626554,4803.45470594156,1.00353591427457
"phi[228]",0.7706197886675,0.00227580900487776,0.15694595650781,0.5620402,0.945562,4755.85537594016,1.00099642490112
"phi[229]",0.688678880575,0.00199467990728851,0.156900825955433,0.4756733,0.8805966,6187.34074208563,1.00009964959828
"phi[230]",0.7359833403,0.00251835199862481,0.172916050405664,0.4981748,0.92455,4714.52289089306,0.999704975760718
"phi[231]",0.163917937875,0.00104135219439049,0.0707572603486081,0.08549715,0.2553786,4616.8604229694,0.9998121979168
"phi[232]",0.363991665635,0.00717951220294613,0.292422844474203,0.04512981,0.841706,1658.94779130012,1.00668705202573
"phi[233]",0.68626276268,0.00457257124803209,0.251652892639137,0.2871596,0.9560152,3028.88574414196,1.00345028117114
"phi[234]",0.836796967425,0.00240828866779982,0.131197521387203,0.6702766,0.9610971,2967.7968972473,1.00184916636039
"phi[235]",0.8058281291,0.00457569146655949,0.192631715964475,0.5430384,0.9649258,1772.31992945055,1.00046156501033
