"","mean","se_mean","sd","10%","90%","n_eff","Rhat"
"lambda[83]",8.7375693125,0.19965928026281,6.64145985146336,5.539912,11.77471,1106.49154774508,1.00380504871286
"lambda[84]",20.8167738875,0.359600442185851,16.2091821974082,9.152833,35.91297,2031.80382536333,1.00079149882403
"lambda[85]",62.77513832,3.19480750204474,53.8682017620819,21.95287,116.1919,284.299152491388,1.01834287896133
"lambda[86]",14.3813592825,0.361768934658008,11.2550933254032,7.238616,21.88146,967.911520324968,1.00346044950997
"lambda[87]",13.440266585,0.0468901462917775,3.68855339783862,9.185081,18.09368,6187.9810428119,0.999642264241677
"lambda[88]",26.03277517,0.107076635346344,7.80537622138446,16.87906,36.44748,5313.7149110106,1.0008976333618
"lambda[89]",16.682178955,0.394514114972459,18.4102291851905,6.416878,33.4458,2177.67616554188,0.999649498643987
"lambda[90]",32.35460407275,39.1189157597124,69.4650840934488,0.8401497,118.5274,3.15325805130494,1.63225821982401
"lambda[91]",61.45670397025,2.57352946037434,75.3564597371029,2.633201,141.1996,857.39843342206,1.0041721411341
"lambda[92]",22.0724205725,0.544936452988933,19.8375938493957,10.68957,35.1576,1325.21476989851,1.00031337564058
"lambda[93]",59.99886024075,2.28223010203419,78.6144390825989,2.783181,142.0904,1186.54928376255,1.00168469562842
"lambda[94]",33.7139307975,0.471693116021811,22.9756579498164,14.7208,60.21751,2372.55799886806,1.00503680144435
"lambda[95]",22.1135392975,0.310026069399117,15.1260953515948,11.14237,36.29706,2380.43999844655,1.00059301398912
"lambda[96]",40.5290657875,0.440798013739832,23.3696333948794,19.71612,66.46751,2810.76502801979,1.00566121448955
"lambda[97]",22.7511388225,0.58042574539548,27.7715730315509,7.720347,44.56671,2289.32591119382,1.00168381424707
"lambda[98]",47.5239402525,1.01624012314445,44.7232451245719,10.8231,96.99326,1936.75168089018,1.00493457749593
"lambda[99]",22.040755905,0.453012964476573,19.1469033709429,9.815781,36.75826,1786.38814969062,1.00006403264512
"lambda[100]",20.69517236,0.218562847537781,10.4628752905408,12.16959,30.54436,2291.65595248686,1.00072414407688
"lambda[101]",40.279115795,0.472240314826223,24.2227708581358,21.34891,64.18604,2631.00408419359,1.00570890091802
"lambda[102]",30.9323986925,0.419956650130025,20.6782238280778,15.07874,49.35104,2424.47404002764,1.00337127520032
"lambda[103]",27.80576889,0.357110708851862,18.6558069725163,13.25194,47.26008,2729.11811115156,1.00455859196289
"lambda[104]",21.5360886825,0.70095850335063,27.7049251676884,5.267505,51.55835,1562.17378571906,1.00009052322154
"lambda[105]",6.58109373,1.03483501786163,15.2695143523768,3.3552,7.936764,217.724958380011,1.01920658833503
"lambda[106]",17.899240215,0.10301520980722,7.24581094153926,10.39263,26.49873,4947.33471265266,0.99956409019262
"lambda[107]",17.813882772,18.5557994042013,49.5191206867886,1.250648,63.85741,7.121746497265,1.27000906376819
"lambda[108]",17.9902056225,0.0720843276193077,5.50854454218309,11.92902,24.66497,5839.72004069591,1.00012506827669
"lambda[109]",49.7466999225,0.985757633305431,33.1263717552385,22.97942,86.49631,1129.29510373835,1.01274293707725
"lambda[110]",34.88401148,0.304543262621525,17.7065438145242,18.98445,54.02887,3380.41176587136,1.0025660878133
"lambda[111]",4.246379245,0.0244922058890167,1.16817631815356,2.80339,5.767462,2274.89309419831,1.00962757098757
"lambda[112]",17.165468145,0.490129910038738,19.5985908413502,7.053824,29.73931,1598.92200867379,1.00291718989795
"lambda[113]",61.0774629175,1.74804818058345,41.5283089149562,24.90637,106.1585,564.393099808108,1.01867256580177
"lambda[114]",17.3747113925,0.212797878098637,11.0145927937711,8.747711,27.96463,2679.18254988926,1.00013323366026
"lambda[115]",19.4499187875,0.148679902179141,7.87369664231579,12.02917,27.85002,2804.48307368415,1.0008480449859
"lambda[116]",33.641899905,0.176423910801049,11.6646682726804,20.73792,48.42478,4371.49408765801,1.00397901035422
"lambda[117]",28.20304935,0.134123833526915,8.95492866555222,17.80876,39.46027,4457.71547819475,1.00134021464397
"lambda[118]",15.11770845,0.0615812720996493,4.71699926132076,9.81009,21.21483,5867.24609370206,0.999952203751316
"lambda[119]",10.2710622225,0.0362832875839673,2.72573110258959,7.006361,14.03241,5643.55494339283,1.00050882830578
"lambda[120]",18.6448835175,0.163596205521384,8.32659672800388,11.44257,26.72984,2590.5299060685,1.00037418812738
"lambda[121]",9.7268115375,0.0712090286959682,2.54409027034812,6.636017,12.96499,1276.42384937304,1.01118716306808
"lambda[122]",17.0841478075,0.16976922031355,10.3694096016693,8.127065,27.11425,3730.69849129681,1.00038400871277
"lambda[123]",63.94484186,2.88580552172127,36.8990420251121,28.6305,110.5001,163.49183268302,1.02288754618415
"lambda[124]",23.214066274,11.1018477591388,51.8392936743755,1.622564,79.85678,21.8035703777737,1.07577601523214
"lambda[125]",31.95095735,0.224895574937871,13.1853215180425,18.17186,48.01102,3437.3173330535,1.0035472647528
"lambda[126]",9.2105353125,0.239167633429956,6.10053363622299,5.545665,12.7426,650.625139006313,1.00302914788483
"lambda[127]",40.30579966125,23.0987730945284,75.2803303031976,1.035951,126.2542,10.6214841785311,1.18251743572997
"lambda[128]",22.123913005,0.288848192464406,15.9887833901956,9.652019,37.57752,3064.01953199261,1.00001455669819
"lambda[129]",6.31767338,0.0679804684849044,3.29160995820236,3.775787,9.016604,2344.49023773367,1.00193941394955
"lambda[130]",34.49062112175,42.5158075212807,79.7222663608961,0.5850117,122.8783,3.51607725149904,1.50485608738443
"lambda[131]",6.182221335,0.0202346109094703,1.54004175614903,4.276503,8.183605,5792.62316974973,1.00373053698908
"lambda[132]",30.901997595,0.175989148417745,11.2057427532338,18.44207,45.01595,4054.24058586993,1.00262144868204
"lambda[133]",28.9727097425,0.399601440018562,18.1123608996726,15.70524,43.77654,2054.45218092886,1.00124332085622
"lambda[134]",12.4777137325,0.232418090701666,9.16609821603072,6.59,18.81016,1555.35365673267,1.00132180859512
"lambda[135]",11.5364036475,0.491827120467603,15.9313241172851,4.751147,19.24394,1049.24957137609,1.00309765228576
"lambda[136]",16.9094649525,0.081664883242279,5.24644161421568,11.21567,23.39405,4127.2330941809,0.999168168375068
"lambda[137]",45.6199350325,0.676492070350944,32.6635897502427,18.84069,81.42327,2331.3227621116,1.00764418493958
"lambda[138]",28.3256255975,0.584639797952439,27.2556071805395,10.33249,54.6495,2173.37652352247,1.00070607654676
"lambda[139]",9.9224232,0.0384490151141473,2.78892830179512,6.577891,13.57283,5261.43560809589,1.00189165725102
"lambda[140]",33.229524725,0.177827240123417,10.1571738819421,21.82795,45.34684,3262.49006575831,1.00239763528422
"lambda[141]",26.2007035075,0.319132016452387,13.9627820712128,16.57308,36.06025,1914.26988295904,0.999602918250437
"lambda[142]",27.17848974625,31.3216865841841,55.4642261228862,1.386345,97.16891,3.13570816221716,1.63581816402883
"lambda[143]",56.65167489,1.24412959204559,40.9061190239496,22.43218,104.0601,1081.04884039127,1.01015993637212
"lambda[144]",41.9970777475,0.55889036088559,31.4363080821544,16.18593,76.8555,3163.80591509638,1.00452239032847
"lambda[145]",25.4072331875,0.596344242505308,24.3524079999326,9.913893,46.85818,1667.59183999947,1.00270766588583
"lambda[146]",18.9044083825,0.392973222770936,15.154030456132,9.278107,29.34762,1487.06651478733,1.00368192788583
"lambda[147]",67.2706452225,2.32613368918261,50.7554399467829,26.39555,123.4965,476.097444967729,1.01917139110254
"lambda[148]",23.7379550075,0.274192515842833,11.6043181366675,14.60375,33.61962,1791.13392781868,1.00019038529384
"lambda[149]",43.7672527115,1.38758864938259,53.2523644584772,6.923895,102.3857,1472.84252204655,1.00340005933732
"lambda[150]",16.2134763275,0.325050848130052,14.5856687255936,7.190989,27.1575,2013.49281366076,1.00211745639337
"lambda[151]",33.840462855,0.411175374737493,19.7438899017167,17.97057,53.49068,2305.7448504915,1.00575197354863
"lambda[152]",11.03113455,0.0908748509149128,4.81310810460255,7.018684,15.45045,2805.19986747533,1.00334805895458
"lambda[153]",15.5820550675,0.126837978040976,6.53140859494354,9.085527,23.20956,2651.64320353613,1.00158616574819
"lambda[154]",8.8204967325,0.202055696173051,6.78981699533852,5.004372,12.58687,1129.20798773798,1.00260506807612
"lambda[155]",13.5163585,0.183591670300046,8.25413245654052,7.540224,20.33948,2021.32860339164,1.00051833371833
"lambda[156]",9.1998372425,0.264527401267786,9.27504189312804,4.54039,12.84686,1229.39213088195,1.00994055396969
"lambda[157]",22.869721848,1.64351913460748,48.2785556299942,3.127227,63.1711,862.897096941857,1.01349707996445
"lambda[158]",6.1513961625,0.0239359195847603,1.58501516088713,4.241586,8.204557,4384.96980410337,1.00509674072835
"lambda[159]",6.568149685,0.156075348640574,5.73909597088331,3.918424,8.716977,1352.12968329829,1.00792174772316
"lambda[160]",15.00243085,0.586159874307445,22.6159833249948,4.916773,27.99475,1488.67117667622,1.00313345876615
"lambda[161]",11.7235539575,0.0529699772423712,3.81459067347655,7.330474,16.83578,5186.04537781879,0.999604543145236
"lambda[162]",17.23895463,0.111595647150789,7.47413622424694,9.831613,26.07381,4485.67193821722,0.999416242465631
"lambda[163]",40.5575175495,2.00189738522285,59.6411345081806,2.712816,110.5978,887.581348781566,1.00508920404277
"lambda[164]",10.955326931,4.93038785589325,25.2743384707957,2.805864,14.65748,26.2783095638559,1.09588458631075
"lambda[165]",5.9792802525,0.0299842390317403,1.58035598906553,4.074673,8.064198,2777.94594353508,1.00656707588983
"lambda[166]",39.0414287375,0.576747523395515,29.5666842838151,14.92757,71.65849,2628.05089274688,1.00663049108059
"lambda[167]",17.9695061695,4.07912768959223,42.8790089909086,2.324202,52.50984,110.49811727513,1.02843382723391
"lambda[168]",33.11838231,0.520873319469225,26.7461317993679,11.38424,61.85073,2636.68188984002,1.00058461291787
"lambda[169]",27.56691624,0.251274965022256,14.5471711099018,14.77718,42.25333,3351.64993372172,1.00050753109149
"lambda[170]",43.37923135,0.403743209539873,20.4739029270839,24.82376,66.83789,2571.52539453712,1.00993436941737
"lambda[171]",10.2898107025,0.0387816392731534,2.83204698103571,6.878881,14.12841,5332.71755799837,1.00107765619554
"lambda[172]",29.483927905,0.327064917714398,17.427075333445,15.4286,46.71409,2839.1026311436,1.00253335593809
"lambda[173]",13.367187355,0.893557556821563,25.7475839090656,3.287195,30.01139,830.286354126723,1.00933579271123
"lambda[174]",22.2159178,0.381959351489594,18.820558911481,9.30314,37.2431,2427.899682541,0.999232488375477
"lambda[175]",38.4432683175,0.794164709991648,32.5691457924573,15.11208,72.44478,1681.86668253356,1.00732954546671
"lambda[176]",40.681156748,1.87003818500967,58.9177647102573,3.171102,105.7087,992.639548237037,1.00367300115137
"lambda[177]",21.2703911875,0.475543335992938,17.8984850945147,9.758959,37.52715,1416.61667186159,1.00421805878704
"lambda[178]",19.3213827475,0.0925312222083914,6.25421529742867,12.42503,26.97499,4568.4519104739,1.00005852041732
"lambda[179]",29.66852643,0.636139029218454,27.9233367069599,9.679588,62.69218,1926.77295974188,1.00042574178797
"lambda[180]",39.252264935,0.59056563308496,27.3794455573946,17.90662,66.62986,2149.37878439635,1.00542286125034
"lambda[181]",25.5164166375,0.29717443445786,15.2711219690326,13.04827,40.67079,2640.6996135797,1.00245650425512
"lambda[182]",14.683452235,0.411129970314586,15.1407551666256,6.696986,23.8893,1356.24078302762,1.00346198653183
"lambda[183]",19.192696245,0.149540530709971,8.83450088669657,10.46222,29.21623,3490.16695380094,1.0000711350567
"lambda[184]",23.277980575,0.675962792348062,24.2540963225458,9.485537,43.20278,1287.43293001555,1.00193833263688
"lambda[185]",7.28517045,0.0285708427795218,1.92609448653206,4.91077,9.814113,4544.74032167178,1.00474339968221
"lambda[186]",30.30300506,0.659374934359117,32.6435895729684,10.03416,56.10073,2450.93023972375,1.00149764974037
"lambda[187]",22.069375895,0.56248491327575,26.917614350773,6.56235,46.19266,2290.08380969564,1.00090142468035
"lambda[188]",11.4922515875,0.282999716877728,11.2952383656348,5.435874,17.46898,1593.01108781426,1.00456496778144
"lambda[189]",17.13452684,0.175817081992298,9.45323334124796,9.540414,25.7613,2890.93695231092,1.00108437251712
"lambda[190]",20.3954420975,0.135427577013073,8.42060474709795,12.09682,30.21118,3866.09345801893,1.00024578527259
"lambda[191]",9.5560669375,0.193418827328563,5.3547953549578,5.60333,13.65824,766.45782810816,1.00530599793978
"lambda[192]",5.9477447065,0.783941071050151,15.4128487425767,2.169657,6.679083,386.544053778306,1.01293110425538
"lambda[193]",7.773753205,0.0283231333184575,2.0671119668878,5.382706,10.32475,5326.54265475174,1.00139834908339
"lambda[194]",51.958145475,0.663891061646377,25.5893232165118,29.01458,80.08932,1485.67548337577,1.01129607242319
"lambda[195]",9.8098122375,0.0344407141346348,2.7450379170954,6.624427,13.449,6352.61300485838,1.00069114057557
"lambda[196]",14.71937608775,1.67901742805456,35.4073053760722,3.317537,30.74575,444.708412544491,1.00556486105899
"lambda[197]",11.6326740875,0.915917982209585,23.9346799048041,4.321587,15.27349,682.876356555345,1.00499452940242
"lambda[198]",13.1091239145,0.71511431395495,19.9874772844607,4.836359,19.21911,781.205017790492,1.00675956527175
"lambda[199]",14.8335796075,0.0604315716541699,4.60960220260722,9.316872,20.83137,5818.34030187639,0.999357538337855
"lambda[200]",17.54238183,0.398254505074512,14.3325720328535,9.416647,26.04485,1295.17028463226,1.00467208425909
"lambda[201]",12.3411943925,0.118903338996874,5.67665072503466,7.654055,17.56567,2279.27247707341,1.00073938987982
"lambda[202]",11.35780036625,4.9910478991562,37.0582008824222,1.995955,7.394601,55.1296438342856,1.05994396923867
"lambda[203]",10.18283461,0.320048604462008,11.0726160469567,5.757315,13.21498,1196.92959550304,1.00107660933062
"lambda[204]",10.7838235525,0.314409876941405,8.61220013174292,5.946303,15.21765,750.301588200044,1.00335866330415
