"","mean","se_mean","sd","10%","90%","n_eff","Rhat"
"phi[105]",0.83526671944675,0.0117252317971109,0.139347009021627,0.6885543,0.9561594,141.238282749451,1.02395403357726
"phi[106]",0.369086427825,0.00221734097489097,0.167349311021277,0.1700964,0.6044922,5696.16934654415,1.00025846816081
"phi[107]",0.786201685987725,0.185621694263163,0.355391046852963,0.005808991,0.9904209,3.66568802371204,1.93987751984894
"phi[108]",0.483549553125,0.00206332584226083,0.149544213571307,0.2929115,0.6818352,5252.95392223899,1.00341815308969
"phi[109]",0.0898141313775,0.000916169760548129,0.0582578011817083,0.02681292,0.1700437,4043.48905382902,1.00286018953791
"phi[110]",0.2049529312575,0.00187020802563625,0.103861717782658,0.09086403,0.3353325,3084.11930381406,1.00073651878641
"phi[111]",0.8816424705,0.0066154493739954,0.0892055213608521,0.7601759,0.9686284,181.829678591228,1.01871490097754
"phi[112]",0.438341557775,0.00481706434724533,0.234744426947828,0.09048508,0.749381,2374.79259212157,1.00589211482331
"phi[113]",0.0617480746275,0.000828856844334611,0.0465192239362132,0.02024639,0.1163543,3149.96599751274,1.00259120396292
"phi[114]",0.420057481025,0.00363605462848231,0.2183825337726,0.1460061,0.7347999,3607.23970115647,1.00246746095586
"phi[115]",0.3182462798225,0.00191849832585466,0.13719475393089,0.1596872,0.4985156,5113.89917242711,1.00003352708164
"phi[116]",0.210707249725,0.00111714021274851,0.0802250138081577,0.1173589,0.3090651,5157.08430417024,1.00046753273836
"phi[117]",0.331313388775,0.0014776433275549,0.10501928819264,0.2109616,0.4655562,5051.25050275191,1.00234909570789
"phi[118]",0.5703828845,0.00245302950263622,0.161548476929181,0.3524017,0.7789333,4337.10755961847,1.00654936626494
"phi[119]",0.71402356175,0.00914851909177888,0.134608410697779,0.5282739,0.8773857,216.492470196887,1.01572173103556
"phi[120]",0.33692315715,0.00192217658597864,0.13835604880489,0.163489,0.514132,5180.95399722788,1.00143949605512
"phi[121]",0.82826930525,0.00987173124521601,0.0814263594566168,0.7195214,0.9239009,68.0367233031294,1.0263530476259
"phi[122]",0.469606699775,0.00290878760449566,0.214196670967918,0.1978869,0.7759604,5422.52311325424,1.00117382390848
"phi[123]",0.099415240045,0.00162493075944426,0.0725892507038875,0.03941394,0.1705607,1995.60648828092,1.00934126922043
"phi[124]",0.67521971446475,0.165486041418071,0.391989622227471,0.007190163,0.9826256,5.61082087472226,1.27700375895217
"phi[125]",0.29771719075,0.00208309769936349,0.129951101610934,0.1466472,0.4773893,3891.7116306974,1.00295315207779
"phi[126]",0.650147832695,0.00436849903104781,0.199604713438365,0.3755615,0.8838741,2087.74329437022,1.00078165620597
